ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;CHANGEMENT_STATUT
"40";"244553";"244553";"Niphargus gineti";"Bou, 1965";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18664";"18664";"Niphargus kochianus";"Bate, 1859";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244555";"244555";"Niphargus ladmiraulti";"Chevreux, 1901";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244558";"244558";"Niphargus pachypus";"Schellenberg, 1933";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18666";"18666";"Niphargus plateaui";"Chevreux, 1901";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244560";"244560";"Niphargus rhenorhodanensis";"Schellenberg, 1937";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244561";"244561";"Niphargus robustus";"Chevreux, 1901";"";"";"ES";"Niphargidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18667";"244562";"Niphargus schellenbergi";"S.Karaman, 1932";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18669";"18669";"Niphargus virei";"Chevreux, 1896";"";"";"ES";"Niphargidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240810";"240810";"Nitokra hibernica";"(Brady, 1880)";"";"";"ES";"Ameiridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240811";"240811";"Nitokra lacustris";"(Schmankevitsch, 1875)";"";"";"ES";"Ameiridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240812";"240812";"Nitokra spinipes";"Boeck, 1865";"";"";"ES";"Ameiridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18062";"18062";"Notodromas monacha";"(O.F. Müller, 1776)";"";"";"ES";"Notodromadidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18063";"18063";"Notodromas persica";"Gurney, 1921";"";"";"ES";"Notodromadidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240910";"240910";"Onychocamptus mohammed";"(Blanchard & Richard, 1891)";"";"";"ES";"Laophontidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"963191";"241251";"Orchestia cavimana";"auct. non Heller, 1865";"";"";"ES";"Talitridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"827153";"240792";"Paracyclops affinis";"(G.O. Sars, 1863)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240793";"240793";"Paracyclops chiltoni";"(Thomson G.M., 1883)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17876";"17876";"Paracyclops fimbriatus";"(Fischer, 1853)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240795";"240795";"Paracyclops poppei";"(Rehberg, 1880)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240820";"240820";"Parapseudoleptomesochra subterranea";"(Chappuis, 1928)";"";"";"ES";"Ameiridae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"544408";"544408";"Pesceus schmeili";"(Mrázek, 1893)";"";"";"ES";"Canthocamptidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"639950";"639950";"Phreatalona phreatica";"(Dumont, 1983)";"";"";"ES";"Chydoridae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"639951";"639951";"Phreatalona protzi";"(Hartwig, 1900)";"";"";"ES";"Chydoridae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240934";"240934";"Phyllognathopus viguieri";"(Maupas, 1892)";"";"";"ES";"Phyllognathopodidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241047";"241047";"Plesiocypridopsis newtoni";"(Brady & Robertson, 1870)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240683";"240683";"Pleuroxus aduncus";"(Jurine, 1820)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240678";"240678";"Pleuroxus denticulatus";"Birge, 1879";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240679";"240679";"Pleuroxus laevis";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240681";"240681";"Pleuroxus trigonellus";"(O.F. Müller, 1776)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240677";"240677";"Pleuroxus truncatus";"(O.F. Müller, 1785)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240682";"240682";"Pleuroxus uncinatus";"Baird, 1850";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241039";"241039";"Potamocypris fulva";"(Brady, 1868)";"";"";"ES";"Cyprididae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241040";"241040";"Potamocypris pallida";"Alm, 1914";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241042";"241042";"Potamocypris similis";"G. W. Müller, 1912";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241045";"241045";"Potamocypris variegata";"(Brady & Norman, 1889)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18333";"18333";"Potamocypris villosa";"(Jurine, 1820)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241046";"241046";"Potamocypris zschokkei";"(Kaufmann, 1900)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241021";"241021";"Prionocypris zenkeri";"(Chyzer & Toth, 1858)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240946";"240946";"Proasellus albigensis";"(Magniez, 1965)";"";"";"ES";"Asellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240952";"240952";"Proasellus cavaticus";"(Leydig, 1871)";"";"";"ES";"Asellidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240955";"240955";"Proasellus coxalis";"(Dollfus, 1892)";"";"";"ES";"Asellidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240958";"240958";"Proasellus meridianus";"(Racovitza, 1919)";"";"";"ES";"Asellidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240962";"240962";"Proasellus strouhali";"(Karaman, 1955)";"";"";"ES";"Asellidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240963";"240963";"Proasellus synaselloides";"(Henry, 1963)";"";"";"ES";"Asellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240964";"240964";"Proasellus valdensis";"(Chappuis, 1948)";"";"";"ES";"Asellidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240966";"240966";"Proasellus walteri";"(Chappuis, 1948)";"";"";"ES";"Asellidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240988";"240988";"Pseudocandona albicans";"(Brady, 1864)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18022";"18022";"Pseudocandona compressa";"(Koch, 1838)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240991";"240991";"Pseudocandona lobipes";"(Hartwig, 1900)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240992";"240992";"Pseudocandona marchica";"(Hartwig, 1899)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240993";"240993";"Pseudocandona pratensis";"(Hartwig, 1901)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"18021";"18021";"Pseudocandona rostrata";"(Brady & Norman, 1889)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240995";"240995";"Pseudocandona sarsi";"(Hartwig, 1899)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240996";"240996";"Pseudocandona zschokkei";"(Wolf, 1920)";"";"";"ES";"Candonidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240715";"240715";"Pseudochydorus globosus";"(Baird, 1843)";"";"";"ES";"Chydoridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241033";"241033";"Psychrodromus fontinalis";"(Wolf, 1919)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241034";"241034";"Psychrodromus olivaceus";"(Brady & Norman, 1889)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244573";"244573";"Salentinella delamarei";"Coineau, 1962";"";"";"ES";"Salentinellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244574";"244574";"Salentinella gineti";"Balazuc, 1957";"";"";"ES";"Salentinellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244575";"244575";"Salentinella juberthieae";"Coineau, 1968";"";"";"ES";"Salentinellidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"244576";"244576";"Salentinella petiti";"Coineau, 1968";"";"";"ES";"Salentinellidae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241036";"241036";"Sarscypridopsis aculeata";"(Costa, 1847)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17688";"17688";"Scapholeberis mucronata";"(O.F. Müller, 1776)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240987";"240987";"Schellencandona triquetra";"(Klie, 1936)";"";"";"ES";"Candonidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240675";"240675";"Sida crystallina";"(O.F. Müller, 1776)";"";"";"ES";"Sididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"639917";"639917";"Simocephalus exspinosus";"(De Geer, 1778)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240654";"240654";"Simocephalus serrulatus";"(Koch, 1841)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17694";"17694";"Simocephalus vetulus";"(O.F. Müller, 1776)";"";"";"ES";"Daphniidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240754";"240754";"Speocyclops racovitzai";"(Chappuis, 1923)";"";"";"ES";"Cyclopidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241062";"241062";"Sphaeromicola topsenti";"Paris, 1916";"";"";"ES";"Entocytheridae";"Métropole";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240981";"240981";"Stenasellus racovitzai";"Razzauti, 1925";"";"";"ES";"Stenasellidae";"";"Espèce souterraine";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"17828";"17828";"Tachidius discipes";"Giesbrecht, 1881";"";"";"ES";"Tachidiidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240745";"240745";"Thermocyclops crassus";"(Fischer, 1853)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240746";"240746";"Thermocyclops dybowskii";"(Landé, 1890)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"241020";"241020";"Tonnacypris lutaria";"(Koch, 1838)";"";"";"ES";"Cyprididae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"235437";"235437";"Tracheliastes polycolpus";"Nordmann, 1832";"";"";"ES";"Lernaeopodidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"40";"240791";"240791";"Tropocyclops prasinus";"(Fischer, 1860)";"";"";"ES";"Cyclopidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240667";"240667";"Acantholeberis curvirostris";"(O.F. Müller, 1776)";"";"";"ES";"Acantholeberidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240692";"240692";"Alona bessei";"Dumont, 1983";"";"";"ES";"Chydoridae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240694";"240694";"Alona intermedia";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"961316";"639927";"Alona moniezi";"Richard, 1888";"";"";"ES";"Chydoridae";"Métropole";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"837723";"240698";"Alona rustica";"Scott, 1895";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"639930";"639930";"Alonopsis elongata";"(Sars, 1861)";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240703";"240703";"Anchistropus emarginatus";"Sars, 1862";"";"";"ES";"Chydoridae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240744";"240744";"Arctodiaptomus salinus";"(Daday, 1885)";"";"";"ES";"Diaptomidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240641";"240641";"Argulus foliaceus";"(Linnaeus, 1758)";"";"";"ES";"Argulidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"216428";"216428";"Bathynella gallica";"Delamare, Deboutteville & Chappuis, 1954";"";"";"ES";"Bathynellidae";"Métropole";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"216429";"216429";"Bathynella natans";"Vejdovsky, 1882";"";"";"ES";"Bathynellidae";"";"Espèce souterraine";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240829";"240829";"Bryocamptus alpestris";"(Vogt, 1845)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
"45";"240832";"240832";"Bryocamptus laccophilus";"(Kessler, 1914)";"";"";"ES";"Canthocamptidae";"";"";"DD";"";"";"2012";"";"";"";"Liste rouge des crustacés d'eau douce de France métropolitaine";"Crustaces_eau_douce_Metropole_2012";"Crabes, crevettes, cloportes et mille-pattes";"";
